证券代码,"市盈率(PE,TTM)
[交易日期]3月前","市销率(PS，TTM)
[交易日期]3月前","净资产收益率ROE(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","总资产报酬率ROA(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","企业倍数(EV2/EBITDA)
[交易日期]3月前","BIAS乖离率
[交易日期]3月前
[周期]20
[复权方式]不复权
[计算周期]日
[单位]%","RSI相对强弱指标
[交易日期]3月前
[周期]14
[复权方式]不复权
[计算周期]日","换手率
[交易日期]3月前
[单位]%","营业利润/营业总收入(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","月收盘价
[交易日期]2020-03-19
[复权方式]不复权","月收盘价
[交易日期]2020-04-17
[复权方式]不复权"
600082.SH,74.1945,2.7762,1.7917,4.0442,25.9492,-3.8251,44.2887,3.3265,4.158,3.38,3.37
600085.SH,29.2993,2.4283,12.2863,10.0865,12.167,-7.866,25.0301,0.6305,16.1009,25.35,25.68
600086.SH,-1.1648,2.477,-290.3592,-17.288,——,-12.6761,29.2411,1.8093,-207.3795,1.98,1.5
600088.SH,48.0924,6.3668,9.1343,9.5688,31.7827,-8.0932,44.048,2.12,19.2765,13.18,12.14
600089.SH,16.8898,0.8138,5.0938,3.1391,8.8229,12.4409,65.0574,4.5054,6.5757,7.3,7.53
600090.SH,10.8698,0.5274,8.1254,9.2736,——,-7.4456,34.1561,0.9648,7.3099,3.96,3.28
600093.SH,14.9142,1.1329,11.4691,7.1947,18.07,-11.9141,36.7041,1.1292,8.4855,12.06,12.61
600094.SH,16.4522,1.1417,7.4058,6.554,9.8964,-1.9048,47.5344,1.4633,14.4683,7.01,8.11
600095.SH,172.2926,6.6855,2.3664,4.4202,70.3814,1.1555,52.4507,6.5566,10.1087,10.28,9.3
600096.SH,42.1642,0.1281,3.9807,0.5488,7.7988,-9.2678,40.7645,1.124,0.6558,5.6,4.78
600097.SH,18.2836,1.0095,6.7116,6.0491,4.2459,-4.1314,39.7301,0.7751,6.8301,9.98,9.29
600098.SH,21.3502,0.5585,4.3947,3.9327,10.3777,-2.6563,39.9891,0.1243,3.7679,5.81,5.82
600099.SH,403.3135,2.1802,0.6629,0.2196,78.306,-5.0145,43.2199,1.629,0.7377,6.08,5.87
600100.SH,-9.6294,1.1078,-15.9633,-1.7652,14.2422,-8.2479,40.0088,0.9981,-9.2304,7.97,7.29
600101.SH,25.0696,1.5545,4.2377,3.1301,6.5227,-4.716,38.5417,0.6297,7.6058,5.88,5.97
600103.SH,50.1589,1.8924,2.6827,2.3666,15.6369,-2.0848,48.116,1.7404,4.758,2.02,1.92
600104.SH,7.6287,0.2734,11.6657,5.05,6.3673,-15.6896,27.0937,0.3988,5.1612,20.5,18.9
600105.SH,57.2364,1.6974,3.894,3.2442,32.5428,-2.5217,51.1005,3.5984,4.1997,4.57,4.1
600106.SH,13.643,13.8122,6.4016,6.0689,12.8705,-5.1287,38.7491,0.7434,115.649,2.74,2.83
600107.SH,44.1819,5.5686,8.9235,6.2659,31.2428,7.3226,60.3764,4.8463,12.1749,8.41,9.61
600108.SH,79.4267,2.216,1.5298,2.3908,18.8092,-0.8803,49.4664,4.0106,2.0938,3.74,3.38
600109.SH,24.143,6.8146,5.6823,——,——,-9.6241,44.2676,3.0353,35.7471,9.15,9.71
600110.SH,58.5281,1.7271,4.9787,5.0861,33.8998,-10.9291,43.4813,2.9742,4.8331,4.27,4.68
600111.SH,46.9436,1.6688,6.9441,5.3005,23.4197,-8.1344,30.4434,0.6367,4.7989,8.99,9.03
600113.SH,18.4071,5.3498,9.4992,9.8448,11.2914,-6.3682,41.8476,1.6963,38.9135,6.15,6.23
600114.SH,37.7546,3.4397,6.0933,4.4741,12.1681,-19.8865,33.2488,3.7143,10.7723,8.46,9.33
600115.SH,25.9691,0.5575,3.8733,2.7603,5.6623,-12.036,26.3016,0.7709,2.2607,4.13,4.38
600116.SH,40.4094,5.9265,6.2716,5.0999,18.6895,-6.1936,43.6219,0.8836,16.9195,8.42,8.2
600117.SH,-2.3721,0.3956,-101.0059,-2.8834,11.1735,-6.1286,39.9606,1.2911,-13.1398,3.09,3
600118.SH,90.9496,5.0545,7.2211,4.1428,55.451,-10.6084,43.578,2.9363,6.917,29.22,32.88
600120.SH,18.7585,1.0936,6.6453,5.734,11.2869,-9.4806,40.3497,1.0283,9.0105,8.55,9.55
600121.SH,-32.4929,0.6139,-2.7963,3.1276,-163.4389,-3.142,42.8937,0.5884,4.0533,2.02,1.86
600123.SH,7.2764,0.7229,7.9264,5.1939,6.0096,-7.1235,31.2226,0.8983,12.9723,5.22,4.85
600125.SH,13.106,0.4081,8.1743,7.1573,6.5409,-6.0042,35.3531,0.9744,4.3452,4.77,5.19
600126.SH,19.4663,0.8572,6.0841,5.2374,8.2432,7.1198,59.8436,2.1768,6.1433,6.16,7.92
600127.SH,191.4189,0.7272,1.9992,2.1795,47.013,-8.7323,41.1162,2.7609,0.6471,7.41,10.14
600128.SH,-43.3911,0.4246,-2.2674,-0.5292,15.8431,-6.1457,37.0587,1.3044,-1.2667,6.58,6.56
600129.SH,137.7601,0.5495,1.5005,2.7928,19.4122,-5.0536,39.5622,0.6904,1.1772,11.28,12.34
600130.SH,113.6208,5.904,3.0898,2.8961,57.3566,-3.8193,48.5294,6.7745,5.3195,3.66,3.64
600131.SH,204.866,20.5495,4.1077,1.7184,26.1849,1.0641,56.751,4.5681,10.8581,17.93,19.59
600132.SH,34.6399,5.9519,43.2227,20.828,19.9197,-8.4614,34.09,0.9655,15.8674,45.51,54.44
600133.SH,13.5318,0.4557,6.5759,3.3076,11.7281,1.4105,51.1769,8.3313,5.4868,5.77,6.4
600135.SH,138.3823,2.276,1.3338,0.8319,31.0077,-8.4283,37.9415,1.5412,1.8306,7.38,6.62
600136.SH,8.041,2.0951,16.274,9.7064,7.2749,-13.6981,35.4631,3.4081,23.4339,8.43,8.32
600137.SH,56.9374,3.5447,4.8335,3.6675,44.5849,-2.8888,44.051,0.5348,6.7725,14.04,14.01
600138.SH,12.4439,0.5754,9.0356,8.1537,6.2515,-3.8498,42.1393,2.4799,9.6182,9.69,10.5
600139.SH,"12,360.21",21.1598,0.0426,2.3162,397.014,-9.9359,32.3185,1.2773,38.7689,2.82,2.72
600141.SH,31.5815,0.5473,3.8305,2.0494,10.4573,-8.8444,39.5274,2.5453,3.1257,10.19,8.91
600143.SH,22.8038,0.768,8.6736,5.0758,10.9336,-18.3879,36.0523,3.2143,3.7114,7.92,9.74
600146.SH,-2.5725,4.2459,-242.7546,-115.3258,——,-19.3991,35.6961,2.4544,-183.7234,10.17,7.18
600148.SH,49.9397,1.6945,7.0941,5.7548,21.3047,-6.5182,34.6723,0.7079,7.0867,10.98,13.26
600150.SH,88.6826,1.1089,1.7893,0.5816,16.7435,-8.5923,35.6847,0.8504,1.7264,18.43,18.69
600151.SH,38.7979,0.9511,3.0473,2.1999,-39.7723,-7.7346,40.8312,1.2477,2.0076,4.23,4.4
600152.SH,-29.8789,1.7475,-6.5382,-2.6877,147.3913,-12.1781,37.3974,1.8768,-5.2311,6,5.74
600153.SH,4.2298,0.0657,15.4718,4.1121,5.9644,-9.0735,26.4887,0.6924,3.424,7.65,8.37
600155.SH,96.0277,9.1946,1.5087,0.8356,76.6201,-7.3468,43.1381,1.7971,14.6757,12.29,11.3
600156.SH,87.3327,1.8222,3.2784,1.2174,-37.58,-14.2307,43.4587,7.4662,2.0183,4.49,4.08
600157.SH,98.9049,0.782,0.6971,4.3955,11.8078,-9.3718,33.7748,0.8936,4.0109,1.3,1.26
600158.SH,117.9149,6.2381,4.0776,2.7928,44.2875,5.5657,56.1007,——,7.3684,8.47,8.59
600159.SH,15.2567,2.4707,5.6998,4.1343,7.1266,-3.0733,46.961,1.3462,20.311,2.49,2.5
600160.SH,15.6315,1.4459,10.7344,10.5817,11.7396,-3.3366,51.7672,2.881,11.2376,6.78,6.44
600161.SH,58.3662,9.9705,14.7189,15.4264,28.4444,-5.4269,44.2873,1.3045,29.3944,36.38,34.08
600162.SH,13.6988,1.7773,9.6665,4.7679,6.6486,-4.5215,43.0046,0.4436,16.6315,2.03,1.92
600163.SH,26.3631,5.8988,6.0836,5.2076,10.9204,-3.4441,42.9891,0.5593,31.203,3.06,3.26
600165.SH,-135.4922,9.7899,-2.4949,0.1708,-613.8026,2.6827,56.2981,3.8748,-9.2663,4.15,4.17
600166.SH,-7.7762,0.2782,-10.6612,-3.111,13.1633,-5.4886,42.3714,0.9524,-4.3382,1.91,1.8
600167.SH,18.9636,8.8354,19.8488,14.7951,10.549,1.5427,50.7651,0.1699,60.5503,13.96,15.27
600168.SH,17.5573,3.4442,5.8947,3.3042,——,-11.385,43.6496,3.4987,19,7.38,8.42
600169.SH,106.911,0.7184,1.4948,2.6827,44.6469,-2.1637,47.0044,0.8187,1.1014,2.05,1.95
600170.SH,7.3928,0.1361,11.4055,2.7403,3.3229,-7.7241,33.8311,0.5364,2.5961,3.21,3.29
600171.SH,79.5071,16.4483,5.737,4.3751,54.3826,1.0582,53.3165,8.1964,23.2811,16.36,16.38
600172.SH,-17.0028,1.63,-6.687,0.4202,10.0762,-0.0302,52.5551,4.1856,-13.7098,2.84,3.25
600173.SH,5.4683,1.5466,21.3523,9.3502,0.8491,-5.0077,37.92,0.2047,35.6811,4.47,4.64
600176.SH,13.7287,2.7213,12.8479,8.6806,9.6325,-14.5846,24.3067,1.188,23.6256,7.9,8.8
600177.SH,7.2379,2.7133,15.8683,7.6346,8.6622,-4.059,34.3198,0.4392,41.8853,6.37,6.57
600178.SH,-37.8131,1.2323,-2.784,-0.9019,74.2961,-6.6376,37.9786,0.712,-3.3053,4.21,4.31
600180.SH,13.2384,0.1704,7.4585,4.0569,10.5423,-7.9948,33.3691,0.2437,1.5107,5.87,5.82
600182.SH,50.7168,1.4512,9.2107,9.309,12.828,-6.7206,26.2393,0.8292,7.9897,12.97,12.89
600183.SH,46.1321,5.0798,16.5048,10.7084,29.3489,-6.1577,49.5466,2.1213,13.7013,26.47,32.46
600184.SH,78.5289,2.1279,2.5075,1.4906,34.7335,-9.6067,32.9656,0.7898,2.5795,9.14,9.27
600185.SH,13.6993,1.8232,7.9496,2.7372,27.9138,-8.4996,36.016,0.4741,17.5162,4.15,5
600186.SH,-28.1738,2.2561,-44.8945,-6.6526,26.1497,-7.7819,43.9822,0.5696,-10.4483,3.08,2.85
600187.SH,140.752,8.3752,0.7964,1.1448,24.0023,-4.2312,40.4912,0.7348,13.1969,2.29,2.23
600188.SH,4.4419,0.2145,14.8338,7.9177,3.536,-7.2537,33.7407,0.5912,7.7996,8.64,8.29
600189.SH,29.5852,1.4634,3.2423,3.0177,——,-2.4532,46.3703,2.68,6.8156,3.32,3.18
600190.SH,20.7884,0.7868,4.3511,5.2871,10.5089,-3.3947,45.8261,0.3655,5.4217,2.91,2.91
600191.SH,763.2203,18.6689,0.1717,0.5376,37.1278,-3.5187,47.2386,3.4865,3.1571,7.17,6.54
600192.SH,292.0338,1.4305,0.4352,1.2337,27.9144,8.2864,59.7058,6.2056,1.052,4.73,4.7
600195.SH,29.7734,2.4795,8.4759,7.5172,18.7299,-5.3096,46.5291,2.2643,9.747,13.07,14.46
600196.SH,28.5726,2.7319,8.3965,6.1908,12.2106,7.1717,61.8426,4.51,13.1649,32.86,33.63
600197.SH,12.4802,2.5736,15.4866,12.9659,6.8832,-7.0041,32.9578,1.0718,27.6279,13.25,12.75
600198.SH,-39.5507,5.2523,-676.144,-0.6198,-21.4272,-4.6503,47.024,2.9641,-12.7102,8.91,8.93
600199.SH,112.4738,2.6641,1.014,0.4272,-15.0816,-7.276,33.9954,0.9036,4.0025,5.15,5
600200.SH,76.7211,2.3467,2.7366,3.1835,25.0054,-15.187,37.8039,4.0088,4.63,6.63,6.5
600201.SH,65.6414,16.0986,6.9261,6.1085,58.527,-12.7807,29.7017,2.0075,27.5784,21.32,23.91
600202.SH,33.123,1.8521,7.5548,3.6112,23.252,-4.5643,41.3363,1.18,5.362,4.22,4.18
600203.SH,102.7583,0.4668,2.6285,1.4417,28.1404,21.9273,68.6428,11.5652,0.3164,8.54,8.99
600206.SH,159.2969,1.5657,2.8085,2.9372,78.4099,9.1842,63.4628,11.3852,1.1537,11.98,12.47
600207.SH,-13.0364,1.9138,-17.5274,-11.6869,37.4093,-8.181,38.4344,0.9383,-15.096,4.11,4.11
600208.SH,8.1605,1.2287,9.2724,4.6785,15.5583,-8.3762,36.1979,0.8271,21.072,3.02,3.14
600210.SH,13.7864,0.695,9.1053,6.2878,7.3943,-10.2239,44.9054,1.7646,5.9053,4.19,4.32
600211.SH,20.3057,5.0492,12.8155,12.2561,13.4648,0.0489,50.0835,2.4318,27.9632,37.38,27.3
600213.SH,229.6487,0.5629,3.9933,2.4033,28.7292,-10.7637,37.979,2.8657,0.4601,7.45,7.05
600216.SH,83.9828,2.4956,2.6739,2.3439,18.9125,16.2377,69.2324,6.8264,3.8415,18.75,17.88
600217.SH,18.2127,2.228,22.1654,11.1446,13.5835,-10.5317,37.1706,0.6389,15.0173,5.2,5.75
600218.SH,44.8312,0.8484,3.5573,1.2543,16.5539,-12.123,33.0329,2.3888,1.8605,8.36,9.35
600219.SH,19.0512,1.1524,3.3192,3.6421,5.2719,-3.6145,41.1343,0.706,7.7573,2.06,2.09
600220.SH,31.1553,1.6825,5.8824,5.8025,12.339,-11.5324,36.8979,0.6461,8.1355,2.19,2.15
600221.SH,-7.296,0.3764,-7.108,-0.1106,9.3336,-9.2958,40.4423,0.8047,-7.2025,1.55,1.46
600222.SH,-33.8269,2.4152,-6.7252,-1.2155,23.6233,-10.6174,40.7501,4.1646,-6.6807,5.81,5.83
600223.SH,31.1586,0.6658,8.0835,0.9142,21.2126,-14.1898,36.5525,1.9682,4.9358,6.7,7.15
600226.SH,51.3911,8.0371,3.2909,3.7033,29.1831,-13.1856,29.9787,2.3089,17.2566,2.23,2.35
600227.SH,-2.7673,2.1489,-52.5876,-33.5953,-3.7127,-2.509,45.9623,1.0515,-75.7454,3.03,3.08
600229.SH,11.741,2.1843,14.9841,10.3823,9.1387,-7.7574,36.6727,0.8454,18.7553,6.78,7.03
600230.SH,290.0992,1.357,0.3295,-3.2551,11.5186,-10.9474,36.2245,1.783,-5.9417,8.19,7.64
600231.SH,18.2954,0.297,4.4172,3.5204,7.6883,-5.2212,35.9982,0.2867,2.7247,2.24,2.18
600232.SH,94.3418,1.9194,2.1162,4.0074,22.3029,-16.7411,32.326,2.0359,5.1611,6.14,6.02
600233.SH,15.4032,1.0247,15.7154,12.2306,9.8571,-17.5892,23.2668,1.047,8.704,11.57,12.66
600235.SH,-697.6229,1.0965,-0.1742,0.9575,14.8811,-8.1424,36.6275,2.0893,-0.2147,4.33,4.81
600236.SH,14.757,3.6261,16.12,9.8084,8.9838,-2.1885,38.4887,0.0644,33.4718,4.57,4.3
600237.SH,-165.4305,3.0527,-1.4158,0.0619,-48.1958,-13.2259,47.8208,10.1384,-1.9453,4.24,3.71
600239.SH,-5.8681,0.6334,-29.3778,0.9709,-54.1383,-1.6504,49.358,1.4819,-12.4758,2.84,2.86
600242.SH,74.3779,1.2112,8.3548,9.3195,——,7.7195,57.6835,20.0374,2.8288,7.7,6.51
600246.SH,50.0478,7.3257,2.9537,3.7482,12.072,2.873,55.1998,0.6434,20.3063,6.78,7.75
600248.SH,10.4489,0.4571,11.3979,4.8868,6.1577,-6.9429,37.8279,0.6304,5.3829,3.93,3.89
600249.SH,85.7964,1.9064,1.3233,1.8538,23.1351,0.767,49.7976,5.7977,1.9626,3.99,4.2
600250.SH,10.2081,2.2417,17.7496,9.7259,12.6025,7.0534,58.9632,1.5838,21.6833,8.03,5.24
600251.SH,36.8076,1.5204,5.4581,3.5169,14.5545,-7.0623,41.8894,0.9626,3.9804,6.68,6.16
600252.SH,15.4066,3.06,11.1483,9.811,9.21,-5.3467,41.5215,1.2259,24.0886,3.21,3.38
600256.SH,11.2878,1.3239,9.8844,5.9261,9.5019,-8.4396,26.8389,0.6945,14.0542,2.58,2.52
600257.SH,"1,960.29",1.5084,0.0763,0.2965,-16.2621,-5.8824,40.6839,1.6123,1.422,4.04,3.6
600258.SH,18.3849,1.6954,8.6587,7.5619,6.8198,-13.7663,31.2628,1.8516,14.0286,13.45,16.36
600259.SH,-134.0945,2.2044,-3.5276,0.0719,51.1031,-9.778,33.0144,1.1587,-1.3445,27.65,28.46
600260.SH,13.5095,0.8345,16.6524,10.479,12.7901,-3.6262,49.4574,4.918,6.8427,13.28,15.13
600261.SH,11.7904,1.0343,12.4993,11.7119,5.8697,-6.9253,37.875,0.9799,10.6628,3.54,3.59
600262.SH,29.2592,1.9962,7.3651,3.3981,21.8771,-5.9297,32.1972,0.2722,10.5752,15.35,15.55
600266.SH,5.5057,0.793,9.253,3.1264,13.4406,-6.4977,34.7229,0.4611,20.4926,6.76,6.59
600267.SH,20.0417,1.4156,12.0398,7.9196,11.7695,6.7465,59.3108,20.0474,11.0956,14.16,14.1
600268.SH,-174.3829,0.8208,-0.9788,2.9178,10.3545,-0.4471,52.4745,4.2728,3.1369,5.87,10.02
600269.SH,6.1067,1.7567,8.5861,7.0041,5.1349,-5.0309,31.2246,0.4651,35.969,3.47,3.62
600271.SH,19.9864,1.5906,16.0091,15.5936,9.4284,-10.8363,34.9919,0.9355,14.9894,19.09,17.17
600272.SH,75.6451,1.961,4.4049,3.4904,24.7804,-1.8695,45.5796,3.1776,3.7562,6.94,7.22
600273.SH,11.0778,2.4015,17.0471,15.6899,6.6973,-10.8954,37.7559,1.4013,25.7447,8.82,8.71
600276.SH,71.4731,15.9514,19.7317,19.4525,52.3235,-8.8023,32.1653,0.7303,25.2979,92.03,93
600277.SH,12.1416,0.7995,5.5909,4.9646,4.8458,-5.9375,38.8311,0.8918,9.3205,3.63,3.69
600278.SH,36.4209,0.306,3.3611,2.8543,8.6134,-2.2705,46.2811,1.3286,1.4477,9.25,8.81
600279.SH,28.918,0.9761,2.8412,2.7918,14.4027,-4.1794,37.9286,0.9061,3.3097,3.73,3.6
600281.SH,-17.188,3.9577,-23.262,-10.674,23.5091,-2.9101,43.0326,0.5695,-25.3698,3.77,3.72
600282.SH,4.676,0.2948,17.5606,10.2198,3.5414,-1.4107,45.3401,1.0324,9.3505,3.14,3.19
600283.SH,-227.2016,2.6995,-0.7288,2.254,9.7389,-4.8503,39.588,0.2873,5.4505,10.13,9.69
600284.SH,14.5669,0.9563,6.6649,2.8561,5.5102,-5.656,38.9961,1.0543,7.1369,6.48,6.53
600285.SH,15.8703,2.1584,13.2272,10.1813,9.869,-10.5344,27.7319,2.0942,16.3343,8.3,8.45
600287.SH,13.0607,0.4996,8.1245,5.4392,6.248,-7.0434,38.6552,0.8656,6.0234,5.45,5.45
600288.SH,98.7435,1.544,3.0982,4.8229,23.5138,-7.5908,38.0269,0.9675,4.4095,10.91,10.93
600291.SH,-4.886,0.4915,-14.4503,——,——,-8.2984,37.4727,1.071,-13.5694,7.32,7.57
600292.SH,32.3022,0.9694,2.395,2.5982,7.3301,-5.0395,37.3215,0.5393,4.2465,4.97,4.83
600293.SH,127.764,1.1294,0.6738,2.0686,15.2911,-6.2198,45.2185,1.7588,3.4688,2.67,2.54
600295.SH,7.6279,0.4786,10.8307,5.8002,4.5259,-8.3156,30.3365,0.8734,9.6339,7.52,7.5
600297.SH,13.5016,0.189,6.1708,4.8632,9.9173,-6.118,45.7451,0.789,2.5988,4.07,3.45
600298.SH,29.5244,3.41,16.8697,10.6474,16.1319,-1.8864,48.5891,1.2807,13.9319,35.2,37.14
600299.SH,29.2252,2.6036,7.1897,7.5299,9.2172,-0.8893,48.2284,0.3329,14.2703,11.69,11.95
600300.SH,90.8803,0.9664,2.2026,2.5487,12.6778,-3.6892,42.9535,1.2254,-1.2468,3.31,3.14
600302.SH,-132.0949,2.1869,-0.9976,-0.2312,-9.0255,-4.8063,42.4721,0.8432,-4.2446,4,3.94
600303.SH,-11.4706,0.7862,-6.332,-2.229,8.0615,-7.361,39.6718,1.1233,-6.685,3.36,3.49
600305.SH,41.0921,7.7441,14.963,13.6585,28.0888,-3.1595,48.8016,1.3757,23.0026,19.59,19.09
600307.SH,8.5187,0.2402,10.7715,5.0573,8.2956,-4.9973,36.5749,0.6051,2.8768,1.72,1.69
600308.SH,8.9023,0.3592,6.7237,6.1521,3.5309,-7.7564,36.6248,1.1155,4.8627,4.22,4.42
600309.SH,25.6157,2.361,11.683,10.0744,8.9423,-15.234,28.2657,3.0987,16.8727,41.25,45
600310.SH,15.3394,0.1615,11.3613,4.143,13.7967,7.1027,60.8478,——,1.4918,3.68,3.71
600312.SH,31.6602,1.0856,4.4415,2.5939,18.3399,21.0948,66.7862,7.8218,3.9721,8.14,8.42
600313.SH,143.8253,0.6457,1.5777,1.4764,20.7106,-4.4757,45.7963,6.0931,0.0165,4.3,3.88
600315.SH,32.4484,2.3795,8.8628,6.6948,18.037,0.4701,47.4333,1.3091,9.2171,25.07,32.43
600316.SH,61.9245,3.1906,2.8973,3.1109,32.8936,-10.0228,37.4326,1.9329,6.5329,12.13,12.94
600317.SH,11.1145,2.8269,10.3314,12.1142,5.9668,-3.3113,40.1045,0.1581,35.1573,2.16,2.14
600318.SH,95.8694,9.8735,4.2642,5.5988,20.5541,-9.6117,49.7493,9.4479,43.1946,8.76,7.84
600320.SH,34.4213,0.7496,3.1609,2.5573,16.4421,-5.0296,36.2518,0.1967,2.8561,3.23,3.16
600321.SH,107.2451,1.9518,1.0326,1.3985,16.9143,-4.5106,38.4731,0.4367,1.3579,2.04,2.12
600322.SH,13.934,0.6612,4.397,1.3462,23.3398,-5.1993,41.3625,1.4673,7.1489,2.54,2.49
600323.SH,16.9934,2.4641,13.669,6.0926,10.5655,-0.9294,49.5116,1.8384,17.247,19.96,21.15
600325.SH,4.7883,0.3959,13.8756,1.8521,17.3338,-9.7263,30.5072,1.5713,13.1869,6.43,6.71
600326.SH,11.0317,1.0282,13.6381,9.4598,4.7551,-8.2941,35.2786,1.423,19.2816,6.59,7.03
600327.SH,11.3694,0.3647,8.7874,7.7165,6.8602,-6.8687,41.3251,2.5177,4.5716,3.81,3.76
600328.SH,21.6126,1.7215,5.785,5.7626,4.4187,-5.9928,40.5892,1.1761,17.9734,8.11,7.5
600329.SH,15.5622,1.3769,11.2439,9.1397,8.3437,-7.9106,28.6247,0.7113,10.6909,12.8,13.88
600330.SH,48.1604,3.6503,4.8439,4.0374,20.4465,2.2227,56.1194,7.8797,8.9967,7.7,8.82
600331.SH,-1.7718,4.6842,-113.8689,-60.0311,18.924,-8.3785,37.2597,0.7266,-126.0989,2.21,2.18
600332.SH,15.3825,0.779,13.0711,7.4257,8.0545,-12.6741,26.2087,1.2386,6.4015,31.48,30.9
600333.SH,-98.6264,1.5828,-1.2295,1.036,14.2249,-6.7646,29.0763,0.5852,-3.6417,4.02,3.65
600335.SH,14.9367,0.183,4.9102,2.39,11.3363,-8.2899,36.9272,0.5906,1.3729,5.13,4.93
600336.SH,37.7545,0.6584,5.347,2.2359,13.8633,-9.4942,45.4455,2.5712,2.0601,4.77,5.34
600337.SH,15.6859,1.3438,10.1386,8.5995,9.7206,-3.4771,41.9723,0.4881,9.9983,4.12,4.05
600338.SH,11.6216,4.1636,23.5952,23.1761,——,-16.5954,25.1873,1.6617,44.9103,7.86,7.63
600339.SH,17.8051,0.2512,3.5381,2.0196,-4.0319,-6.7177,36.3319,0.5162,2.6049,2.65,2.47
600340.SH,4.6991,0.6212,27.2078,4.6664,7.8147,-11.7641,27.5953,0.6029,20.2462,20.89,23.94
600343.SH,147.7535,1.8859,1.6915,1.116,-415.9718,-10.0532,39.3125,1.195,1.8474,8,8.03
600345.SH,37.9775,27.4223,6.1136,5.5831,38.1233,-0.5482,50.7246,6.8031,72.7588,20.73,20.55
600346.SH,14.0082,0.9817,17.855,6.2245,8.9043,-11.7597,26.8003,0.8734,9.286,12.48,14.13
600348.SH,5.057,0.3431,9.6003,7.0521,2.9003,-5.4054,35.1049,0.6418,9.8471,4.6,4.44
600350.SH,9.6099,2.7613,6.5618,4.767,7.9046,-2.3202,40.9554,0.1985,44.1853,4.15,5.85
600351.SH,13.4399,1.2795,10.6532,9.0105,15.9728,-8.3074,30.8335,0.5762,11.3535,4.96,4.97
600352.SH,8.4526,1.926,19.6237,12.0377,7.7428,-8.3986,39.2059,1.4461,28.3736,11.91,12.1
600353.SH,48.3136,2.5828,5.6741,5.1022,24.9636,-3.7918,48.053,2.4563,7.7317,5.16,5.05
600355.SH,-121.4006,4.8996,-4.5473,-2.587,-27.1074,-11.2005,43.4122,5.4489,-4.2742,3.1,3.06
600356.SH,21.826,1.1379,4.1386,4.6035,7.7356,-6.112,36.5422,0.8742,7.0504,6.9,6.42
600359.SH,-12.8048,5.1047,-43.3781,-8.5222,31.242,10.9487,63.4052,14.5347,-25.8506,7.3,6.52
600360.SH,109.3292,5.4628,2.681,2.5561,35.0229,0.5854,54.2001,13.829,5.3175,7.41,7.56
600361.SH,32.8496,0.2203,2.8359,2.2649,1.5986,3.9417,55.7929,1.4335,0.6214,4.8,4.22
600362.SH,17.2733,0.1904,4.6786,3.0277,9.8142,-12.1122,25.0352,1.5382,1.4634,12.63,12.8
600363.SH,29.1592,1.4161,7.8962,5.2747,18.0362,-11.098,36.2879,2.5792,5.8747,12.71,13.68
600365.SH,266.437,1.1275,0.7937,5.7998,68.4138,-4.7489,41.7605,1.5215,3.9623,3.62,3.41
600366.SH,71.8304,2.7735,1.6643,1.8252,29.4279,-12.0785,32.318,1.5196,4.3441,6.44,5.55
600367.SH,28.2719,1.3231,5.5428,4.9292,9.3558,-8.6373,36.2522,0.6819,6.1427,7.04,6.8
600368.SH,4.3611,1.9792,22.8172,11.5202,5.8795,-7.5396,34.4992,0.976,49.9252,3.77,3.83
600369.SH,44.2748,8.7905,3.0715,——,——,-8.6687,39.635,0.7354,21.0359,4.52,4.52
600370.SH,42.3778,2.2354,4.0902,5.6053,8.3546,-6.4402,44.8119,1.6407,11.0858,2.83,2.75
600371.SH,38.341,8.8929,12.8962,8.179,32.8687,-10.9493,37.2095,3.0003,22.5293,14.1,13.98
600372.SH,44.9304,2.7242,6.3534,3.8916,20.6715,-9.5949,35.126,0.4212,7.0044,12.92,13.85
600373.SH,10.2487,1.544,12.0142,7.7815,5.3495,-8.5071,38.3296,1,16.2003,12.04,12.01
600375.SH,45.7207,0.3471,1.9253,1.6146,12.86,-0.8119,49.6676,1.2779,0.6004,4.27,5.09
600376.SH,4.4893,0.3456,12.528,3.8776,10.4727,-7.6547,31.8819,0.4188,19.5782,6.61,6.64
600377.SH,11.114,4.8461,15.005,10.9298,7.733,-7.4935,21.9615,0.2714,57.2761,9.82,10.52
600378.SH,34.2527,3.8909,8.7145,6.7442,25.1359,-6.2781,48.2175,2.9204,11.0877,17.4,17.46
600379.SH,48.9814,2.2341,7.3309,5.6344,24.8192,4.5775,55.6603,5.0019,4.903,5.25,5.73
600380.SH,24.6753,1.7411,8.0797,7.2521,5.1456,-8.8135,39.3362,0.9615,16.7545,11.46,12.53
600381.SH,-113.078,11.212,-1.0281,-2.0771,61.3842,-5.2958,36.1197,0.593,-37.4863,4.68,4.38
600382.SH,8.866,3.0577,7.027,11.8009,5.5145,-4.4072,40.6561,0.6831,72.1856,6.08,6.27
600383.SH,6.7576,0.9367,15.302,4.8893,5.2425,-13.3718,33.3521,0.914,27.3144,14.09,13.43
600386.SH,28.7949,0.5913,6.1069,4.8434,7.0864,2.1878,51.1792,4.5407,3.6849,3.93,3.83
600387.SH,7.1055,0.2407,15.2188,12.4649,2.081,-8.1538,37.7057,1.7344,3.1638,7.4,7.61
