证券代码,"市盈率(PE,TTM)
[交易日期]3月前","市销率(PS，TTM)
[交易日期]3月前","净资产收益率ROE(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","总资产报酬率ROA(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","企业倍数(EV2/EBITDA)
[交易日期]3月前","BIAS乖离率
[交易日期]3月前
[周期]20
[复权方式]不复权
[计算周期]日
[单位]%","RSI相对强弱指标
[交易日期]3月前
[周期]14
[复权方式]不复权
[计算周期]日","换手率
[交易日期]3月前
[单位]%","营业利润/营业总收入(TTM)
[交易日期]3月前
[单位]%
[TTM基准日]报表公告日期","月收盘价
[交易日期]2020-03-19
[复权方式]不复权","月收盘价
[交易日期]2020-04-17
[复权方式]不复权"
300654.SZ,58.1747,4.9265,7.0236,5.2864,36.6731,-16.3646,38.8984,8.2594,12.493,12.35,11.64
300655.SZ,277.7378,11.5108,5.5345,4.843,79.0882,9.6841,60.1378,24.2545,6.0548,33.2,32.87
300656.SZ,61.8648,7.3268,7.2805,6.85,45.7368,-8.9481,40.8711,2.6041,13.9746,20.74,20.72
300657.SZ,35.0151,2.5209,12.6553,7.2394,18.7541,-13.628,37.7465,3.2055,9.2246,27.25,25.65
300658.SZ,45.9506,3.5604,9.5547,6.0303,24.0104,-8.8662,48.9686,22.4572,7.8747,25.2,34.8
300659.SZ,88.6339,18.3606,21.7233,8.5136,73.7672,2.7574,55.7071,3.3832,23.1135,70,82.97
300660.SZ,16.2596,1.7113,10.2196,7.9058,11.0292,-5.5193,42.5237,2.3904,11.8338,14.21,15.57
300661.SZ,141.6148,31.4911,15.799,11.2167,123.3186,-17.3484,37.371,3.7774,23.8567,268.36,315.42
300662.SZ,41.7556,1.7473,17.4203,12.9658,23.6382,-7.9046,41.9352,1.1634,6.0969,33.36,38.32
300663.SZ,140.6287,7.2606,6.2623,4.4484,72.8946,-14.2467,37.1803,3.7657,4.5407,20.72,23.44
300664.SZ,24.524,3.6863,8.7394,5.7038,15.9065,-1.2867,49.4725,4.2756,19.4189,12.95,13.85
300665.SZ,56.8342,2.4314,4.6503,3.3751,24.5949,-3.0112,45.5959,4.2398,5.2364,9.93,9.54
300666.SZ,229.3893,17.7022,9.2904,4.5561,111.7557,11.3278,64.4114,21.4389,7.4535,47.96,52.55
300667.SZ,102.6825,9.0913,3.8481,3.6199,80.0309,-10.5356,40.2145,4.0783,9.0499,25.75,25.29
300668.SZ,19.6795,4.2875,16.9171,16.7517,14.8619,-7.3664,35.2085,1.7044,25.4432,15.08,14.49
300669.SZ,59.9212,9.39,10.6412,9.9386,42.0796,21.6904,82.5144,7.326,18.4418,40,39.2
300670.SZ,74.8258,6.6017,3.9488,2.7559,68.1426,0.7616,50.586,6.0271,10.3078,7.24,6.76
300671.SZ,103.7935,6.5928,6.4624,3.5667,49.0171,-11.4451,43.3203,8.4523,6.5838,23.8,26.42
300672.SZ,131.339,16.647,6.0194,7.0143,67.7535,-9.1214,41.4628,3.9072,11.9677,42.2,45.67
300673.SZ,70.5554,3.5728,5.0626,5.7529,41.0481,-7.6503,41.0499,3.3262,6.2752,25.69,28.39
300674.SZ,48.7307,5.064,14.9257,6.0482,39.593,-8.3776,41.7339,0.9196,10.9588,34.89,40.59
300675.SZ,52.9438,4.0297,7.5446,1.2533,23.6186,-6.9615,40.742,2.6903,7.8117,12.84,12.8
300676.SZ,98.0907,10.4729,6.9815,6.4936,49.1861,-8.7229,40.3464,3.5265,12.5555,84.7,105.24
300677.SZ,47.1417,3.9356,11.7907,7.8404,27.5792,-8.116,49.3771,7.4356,9.5412,46.67,56.32
300678.SZ,119.2748,12.4737,6.3731,5.6308,107.9104,-1.3979,50.951,6.384,11.7221,21.14,21.76
300679.SZ,59.989,5.104,5.3268,4.5978,41.1835,-11.0088,43.0489,3.0595,9.0788,34.33,32.96
300680.SZ,56.8218,4.2426,5.6717,3.0493,37.1934,3.41,57.826,11.9817,7.5918,28.6,23.1
300681.SZ,-31.6618,7.6697,-13.6914,-5.7337,-37.1266,-5.388,43.4796,1.4862,-30.301,31.15,34.6
300682.SZ,18.5993,6.3259,21.7498,10.9806,15.1558,-6.9658,46.0092,3.545,37.916,25.48,28.81
300683.SZ,110.4369,12.3539,3.9656,4.2533,83.8067,33.3788,68.2789,23.3887,13.1671,52.85,47.77
300684.SZ,59.3252,9.6227,16.2041,12.3974,41.8115,-11.8756,42.0798,3.6682,18.8359,26.22,30.35
300685.SZ,72.9061,17.0634,15.0051,15.0392,53.9862,-10.5692,37.1779,2.2602,28.0673,67.5,79.03
300686.SZ,36.7096,2.7234,17.0771,10.9311,18.2527,-8.7083,45.3613,9.3163,10.0245,20.45,19.71
300687.SZ,58.6871,3.7504,8.2155,7.9268,50.1632,-10.195,42.3797,3.3987,6.5633,17.22,18.22
300688.SZ,133.6707,9.8102,4.1514,0.121,67.5392,-11.2523,43.8506,6.6723,8.9342,20.01,28.03
300689.SZ,56.2673,7.7577,8.0845,8.1918,29.9207,-9.4236,41.6183,5.3876,16.5065,36.03,33.27
300690.SZ,15.5187,2.9541,15.3218,11.9304,12.1567,-10.2387,35.1538,2.9045,21.1126,22.74,23.82
300691.SZ,49.059,3.0794,8.5363,4.4476,34.4703,-12.3301,36.8282,2.905,6.8951,15.53,14.37
300692.SZ,19.8876,2.91,10.1913,4.7346,15.6512,-7.7022,39.1932,3.1035,17.73,11.36,11.77
300693.SZ,41.9284,4.0885,9.3552,5.1232,29.7756,7.505,57.1777,14.7391,11.2626,14.76,17.8
300694.SZ,22.4331,2.035,8.922,6.5885,12.5896,-11.8265,30.5363,2.4075,10.3365,11.57,12.1
300695.SZ,17.1423,6.6416,11.5618,8.0951,10.5344,-11.7652,33.3148,3.1485,44.7348,54.98,62.91
300696.SZ,58.1581,25.5946,9.0838,8.288,37.7153,-4.2255,49.7974,3.8814,52.736,38.24,43.3
300697.SZ,25.3944,1.7446,15.1943,14.1692,17.5917,7.1514,60.329,24.7537,8.2981,13.92,13.76
300698.SZ,610.851,6.8355,1.393,1.0368,134.0059,31.7507,72.3195,18.2689,0.7327,20.85,20.59
300699.SZ,47.5596,14.3994,15.9984,14.3607,35.0584,-6.6596,43.9441,1.8844,36.3219,49.57,54.72
300700.SZ,-29.282,5.1305,-8.6192,-2.5644,-122.438,-7.6714,39.8831,3.7033,-23.729,15.55,15.48
300701.SZ,40.7776,16.6436,15.3847,14.8993,33.3062,-11.2337,41.6311,8.8701,47.3826,29.17,31.02
300702.SZ,21.3378,5.8926,28.6112,22.2081,15.8394,6.7674,65.3861,4.766,32.5725,85.5,77.41
300703.SZ,17.348,2.146,16.1807,11.9258,11.9919,-19.0866,27.0993,3.6463,14.299,10.31,9.88
300705.SZ,45.2549,2.7955,7.4941,7.0262,25.7925,-11.9939,29.1696,1.9003,7.2178,11.34,10.95
300706.SZ,389.2555,17.9826,3.3234,3.3981,136.4316,13.8488,64.6651,34.789,4.8723,30.51,28.29
300707.SZ,61.868,5.7827,5.8267,4.8732,29.3912,-16.9086,35.3864,5.3279,10.9603,13.51,17.86
300708.SZ,487.903,3.4759,1.1157,1.4791,42.4618,-2.7037,50.0127,8.1964,0.6963,12.41,12.55
300709.SZ,50.7085,5.7284,11.6309,5.8538,29.0204,-21.615,31.9096,3.7686,13.2512,81.9,93.72
300710.SZ,171.5707,4.2717,1.7798,3.523,52.8137,-5.9277,44.5876,5.3044,2.9394,24.1,23.02
300711.SZ,170.9688,10.9023,2.9727,-5.4862,160.4814,-2.3102,48.5524,9.3945,6.0234,15.45,13.84
300712.SZ,32.1436,1.6743,7.5641,3.0908,30.7355,13.2853,62.965,18.2106,6.136,11,12.13
300713.SZ,-115.821,7.3947,-2.6597,-3.7633,-63.9715,6.9959,59.5589,18.1519,-17.1363,12.85,11.73
300715.SZ,43.8592,5.0481,11.3178,6.1335,26.5529,19.6661,74.7587,6.1124,14.1145,32.64,31.11
300716.SZ,63.0235,0.5892,2.8819,2.9575,14.0779,-6.8456,44.7656,6.967,0.9088,8.97,8.19
300717.SZ,28.2425,4.6286,8.8431,8.6994,17.5643,-6.1246,39.9308,2.5969,17.9545,14.12,13.86
300718.SZ,26.8695,5.7948,10.9332,11.789,18.2288,-13.1036,29.1614,4.193,25.1578,18.91,15.69
300719.SZ,33.8152,4.464,7.7387,8.9954,24.0506,-10.004,37.0206,3.1304,15.1178,9.82,9.57
300720.SZ,31.9208,8.4723,9.7888,10.935,22.615,-5.416,40.9898,1.949,30.056,13.46,14.08
300721.SZ,278.6245,2.0247,0.8215,1.3311,41.32,15.5913,67.8173,34.0956,0.3934,18.87,17.72
300722.SZ,50.8729,9.2257,9.0946,13.1715,34.3102,-5.8925,39.3379,2.8413,20.2112,18.05,19.38
300723.SZ,41.3159,3.7281,11.1557,16.7844,24.2753,-7.7528,34.8625,0.9416,11.6678,42.23,41.2
300724.SZ,45.5047,6.9771,15.1898,7.3682,38.8448,-16.9904,35.1164,2.7123,16.9093,46.35,65.01
300725.SZ,70.1895,15.8644,20.2033,17.5747,53.6046,-15.3439,33.8485,2.5149,24.4581,72.5,80.19
300726.SZ,36.2287,12.576,16.6897,18.2208,25.8964,-10.6162,41.6126,4.8879,43.3554,24.36,25.16
300727.SZ,32.0182,2.596,9.0942,8.2337,21.7896,-8.4202,35.251,1.8613,10.0256,13.06,13.68
300729.SZ,28.9442,1.7828,7.5367,4.0258,16.5438,-7.7295,35.8359,3.6289,6.2507,21.24,21.27
300730.SZ,71.7739,6.58,8.2977,5.5445,53.561,4.2001,55.4977,15.5917,10.4138,13.69,12.9
300731.SZ,83.6424,13.4667,8.9215,8.2065,65.8978,-12.3878,38.6235,1.6684,15.4206,30.4,34.42
300732.SZ,12.7119,2.139,12.094,8.5549,8.7242,2.0159,53.5,4.5957,19.3226,16.32,16.29
300733.SZ,69.3989,3.3576,2.2254,1.6987,21.9276,3.492,53.6207,11.5855,4.5681,9.77,9.16
300735.SZ,30.6501,5.9353,20.0586,16.584,19.6375,-9.3007,45.9965,8.5812,19.6534,27.2,26.53
300736.SZ,-14.823,3.4235,-30.2271,-7.4375,-15.4478,-5.2808,41.7853,1.843,-26.7732,9.15,8.71
300737.SZ,27.1215,2.1428,11.6716,6.4626,19.8589,10.1965,66.5291,4.6792,9.2286,18.67,19.81
300738.SZ,72.1452,8.4817,15.1321,8.3319,37.7978,12.9071,65.6183,11.0738,12.1334,57.3,42.77
300739.SZ,39.2848,4.5022,9.9496,8.4553,21.991,-8.8266,41.2823,5.2558,13.0533,17.05,18.89
300740.SZ,120.6202,1.3069,2.1487,1.8499,67.2368,-6.2214,43.6293,3.2474,0.8177,7.41,8.52
300741.SZ,14.1068,7.9756,15.8967,15.4429,9.5726,-4.4403,39.8894,0.9275,66.2301,31.56,29.01
300742.SZ,-2.0699,4.2155,-271.3049,-1.4338,-3.3166,-7.6465,44.982,5.7651,-195.9373,20.59,23.8
300743.SZ,62.8453,3.991,6.757,7.0625,36.7318,-9.9224,38.1149,1.9892,7.2535,16.8,15
300745.SZ,84.7714,3.821,2.4505,3.1022,39.6464,-9.3413,39.8241,1.972,4.5408,18.57,16.88
300746.SZ,26.4674,2.0848,7.7651,3.8803,19.3103,-10.5042,34.4483,2.9067,8.7674,11.11,13.21
300747.SZ,51.2958,8.2965,14.1921,13.7701,38.6806,-11.4074,35.4992,1.5209,18.9385,77.8,92.29
300748.SZ,73.6066,6.8019,11.7877,6.0451,45.8884,-13.421,29.2277,3.2947,10.5181,30.23,31.36
300749.SZ,29.02,2.4495,9.9354,7.5479,17.4653,-8.2076,38.1887,2.005,9.6359,11.62,9.83
300750.SZ,58.3202,5.578,11.4231,4.7492,26.5634,-17.3219,32.9508,2.7571,12.1435,120.39,144.38
300751.SZ,33.1138,5.7089,18.2403,6.1125,28.508,-17.1385,32.2636,2.954,19.2473,145.05,171.54
300752.SZ,32.0457,1.6069,10.5132,4.945,21.7139,-11.5973,32.7541,3.2792,5.5501,23.35,22.53
300753.SZ,29.6753,8.1329,15.5328,14.8029,22.1449,-11.2627,32.4341,5.0581,32.2246,37.9,39
300755.SZ,23.6093,2.006,12.6653,10.1379,16.8834,-13.1841,30.3951,3.5682,10.314,20.69,24.27
300756.SZ,19.0099,3.3914,10.4524,4.6929,12.1182,-7.7957,32.4025,1.8403,21.3397,29.01,26.86
300757.SZ,35.3385,3.5704,13.2633,7.3259,29.6073,-14.1987,39.9305,3.6203,11.8548,38.65,38.08
300758.SZ,26.5603,4.1496,9.6218,9.3219,16.8949,-10.8543,30.5524,0.9967,22.4002,26.9,31.35
300759.SZ,74.054,10.7852,7.045,5.6718,34.3425,-16.0896,31.6515,1.1422,16.8076,59.33,64.08
300760.SZ,58.7737,16.6163,25.1741,19.1607,47.926,-9.0783,41.3872,1.8829,32.4885,261.7,256.3
300761.SZ,9.6034,2.1329,28.9084,18.5953,8.3559,-8.5664,40.0369,1.714,22.17,52.13,42.41
300762.SZ,57.7164,12.3295,9.8593,6.8901,51.9999,-7.9696,43.3039,10.725,17.7523,48,48.6
300763.SZ,34.5067,3.8539,14.437,9.2291,26.4915,-18.3612,38.1664,4.7262,13.0579,68.8,67.65
300765.SZ,25.8655,5.6147,11.3331,11.5856,17.283,-2.8308,46.5598,3.947,26.5027,49.94,21.58
300766.SZ,115.1457,23.6294,6.5307,9.7808,124.5317,-14.2995,30.6468,3.6157,20.5584,25.88,27.59
300767.SZ,65.6076,15.2109,9.3307,9.486,48.1082,-12.6905,44.7569,4.9355,26.6905,71.2,78.13
300768.SZ,77.531,24.3388,14.8564,9.6081,76.0512,7.0252,58.1628,10.0388,33.7392,37.1,44.14
300769.SZ,61.3762,5.7381,10.3964,7.5973,34.1562,-15.9524,39.9805,10.4132,10.8963,140.52,150.46
300770.SZ,49.7859,19.3399,17.7298,11.6022,37.3178,-8.1858,41.682,5.1193,39.1442,154,154.9
300771.SZ,25.2136,6.8978,18.0447,16.2558,19.6403,0.2056,53.1171,8.0117,31.9463,57.75,60.58
300772.SZ,36.0974,0.7869,7.2208,1.8215,21.8329,-9.054,36.3812,4.5267,2.2706,13.77,12.67
300773.SZ,39.7269,6.5356,16.2634,6.9205,23.1096,-5.6804,46.9285,7.423,18.2905,72.23,69.6
300775.SZ,72.0119,22.5441,10.8495,9.0014,54.114,-10.4779,34.7173,4.6528,36.762,28.45,26.34
300776.SZ,27.0623,11.8014,20.933,13.9934,21.8433,-6.9761,37.9013,3.9417,50.7189,115.48,127.9
300777.SZ,105.8262,61.6424,13.9365,14.45,77.8389,-2.4673,50.2226,7.6615,64.5603,34.5,30.46
300778.SZ,25.8327,6.0984,11.3728,10.0205,17.95,-6.2112,36.3424,2.7195,25.5267,33.93,31.44
300779.SZ,52.6776,6.5766,6.6141,8.5542,23.803,-15.0224,27.0312,3.4504,12.3107,22.39,20.16
300780.SZ,36.875,5.0866,6.8847,8.4095,18.6945,-9.2747,34.6743,3.8446,16.5543,17.22,18.81
300781.SZ,41.866,5.5918,8.4705,9.4588,27.2939,-12.2073,32.274,5.6564,15.9846,25.59,28.91
300782.SZ,98.3727,32.4091,29.3072,20.3595,84.2339,-11.8782,44.6692,6.3388,37.2688,426,637.61
300783.SZ,98.9711,2.425,13.1793,8.8167,67.5891,-6.5314,43.3777,3.3131,3.0493,76.85,78.62
300785.SZ,67.9602,11.9873,15.552,12.9272,54.2442,-17.5333,35.2386,7.482,19.5257,142.68,172.86
300786.SZ,33.6624,6.5232,9.4215,8.3025,23.2441,-9.4564,34.9439,3.4453,22.5826,45.38,46.36
300787.SZ,36.9995,4.0828,10.8069,9.5189,23.5054,-13.2846,34.2998,5.954,10.8943,49.68,52.63
300788.SZ,29.931,3.9823,14.7442,8.2123,23.2491,-11.2831,28.6208,2.214,12.7279,39.6,45.8
300789.SZ,37.0276,10.0408,12.0057,12.0788,31.1987,-6.0722,37.5515,4.52,29.6596,64,55.38
300790.SZ,40.1014,3.3683,8.6837,6.6215,20.7094,-9.6565,35.4355,3.5584,9.665,35.2,39.61
300791.SZ,27.2703,2.4566,7.3301,9.3464,14.9717,-7.8271,32.9567,2.576,9.4088,49.74,52.3
300792.SZ,78.7304,11.8677,17.0938,17.2877,55.9945,-3.9076,48.9116,3.6839,18.6231,227,280.32
300793.SZ,47.5707,2.5803,10.2498,7.3585,31.7972,-15.1403,31.4998,6.2709,6.1482,29.43,44.44
300795.SZ,38.7612,6.0177,10.9892,12.7986,24.0458,3.7349,53.6751,16.1732,19.5095,21.74,20.8
300796.SZ,36.2932,4.6759,6.3757,8.1939,18.5948,-10.4716,33.1042,3.6483,12.5655,23.06,19.28
300797.SZ,56.1841,7.1086,9.6492,9.2286,37.3475,-12.8425,33.9304,3.9855,12.9641,15.39,13.62
300798.SZ,56.3391,4.85,7.9873,8.3235,39.1658,-7.0678,43.0672,10.2647,9.6764,14.59,13.8
300799.SZ,67.8227,27.3877,14.1678,11.4933,56.8125,-8.0075,38.9126,5.4201,45.3713,76,79.6
300800.SZ,23.0372,7.1932,13.6899,11.4728,16.1312,-7.8979,38.1939,3.5315,35.6237,65.7,72.46
300801.SZ,26.0747,3.5936,9.8984,10.2131,14.3514,-9.5726,41.1445,13.8187,16.448,41.7,20.21
300802.SZ,51.2631,10.521,9.1959,10.1803,33.5823,-5.9268,43.3063,7.1719,25.0891,39.66,46.72
300803.SZ,193.3328,36.7825,10.9967,12.2955,150.1743,-6.0119,51.0889,16.4392,24.2375,49.08,53.15
300805.SZ,47.3102,3.2214,13.8661,11.2237,32.0467,-12.2125,41.7886,10.3563,8.8765,24.65,21.75
300806.SZ,35.1844,2.7418,10.3394,7.6622,16.9701,-12.1941,37.5315,5.7232,7.8335,31.68,28.81
300807.SZ,39.9025,6.5019,11.2672,9.5761,30.4516,-11.3361,39.8699,17.3859,16.5344,42.2,36.89
300808.SZ,40.081,3.583,7.4896,7.5838,20.229,-11.7535,37.2569,3.7829,10.9727,19.01,20.49
300809.SZ,24.5612,8.1902,10.2198,11.0587,17.9476,-6.4549,36.7829,3.1179,39.2875,21.9,19
300810.SZ,57.762,19.9287,8.3723,11.3203,43.5179,-4.4156,44.9226,28.3507,39.2776,52.6,45.3
300811.SZ,50.2904,10.447,10.8085,10.9708,32.5317,-7.5296,43.7433,6.1937,24.3041,65.26,57.16
300812.SZ,52.3899,10.0658,12.7219,9.7588,39.3532,-10.2277,45.3798,28.4894,22.4315,51.38,48.99
300813.SZ,74.5552,14.943,15.9795,19.3118,57.8036,-15.0361,39.3018,7.9801,22.2253,50.3,54.28
300815.SZ,49.9971,4.3504,31.434,15.3852,25.5263,10.5312,67.4183,4.9726,11.8494,113.97,124.86
300816.SZ,29.8013,5.4433,34.5337,22.1998,24.427,-10.0118,44.7237,7.2308,20.1394,36.11,38.05
300817.SZ,37.9519,4.8345,13.6893,13.1734,23.2426,-15.3993,41.7773,10.9347,14.414,29.28,31.7
300818.SZ,33.678,6.7172,13.6017,12.9142,20.6343,-12.3154,39.3924,7.2777,23.9136,31.93,30.12
300819.SZ,58.1318,6.9772,12.9354,12.003,33.681,——,100,0.7414,14.0879,28.54,22.33
300820.SZ,78.7943,19.7378,20.8748,15.4282,65.1014,23.2694,68.4835,21.3197,29.0637,164.12,79.85
300821.SZ,34.6713,7.0205,26.2564,20.4576,28.8346,——,100,53.9233,19.413,11.98,10.24
300822.SZ,36.7013,7.192,31.1079,26.2543,29.1373,——,100,0.3195,22.3696,43.05,37.83
300823.SZ,26.5473,4.7025,16.1808,12.1133,17.2149,——,0,0.3772,20.752,30.44,26.42
300824.SZ,——,——,20.4756,17.8457,——,——,0,——,13.2964,——,——
300825.SZ,——,——,13.6925,8.756,——,——,0,——,15.7764,10.69,16.64
300826.SZ,——,——,14.7999,8.1083,——,——,0,——,19.9784,——,35.65
300827.SZ,——,——,17.2329,6.4017,——,——,0,——,9.7368,——,48.5
300828.SZ,——,——,16.3973,13.0471,——,——,0,——,21.1012,——,26.02
300829.SZ,——,——,16.8653,10.5072,——,——,0,——,14.2176,——,38.34
300830.SZ,——,——,11.0228,10.9644,——,——,0,——,20.5368,——,——
300831.SZ,——,——,12.2536,12.1878,——,——,0,——,28.5265,——,——
300832.SZ,——,——,16.0432,17.0702,——,——,0,——,53.3321,——,——
300833.SZ,——,——,24.3203,25.0947,——,——,0,——,25.12,——,——
300835.SZ,——,——,15.5355,12.3847,——,——,0,——,17.8294,——,——
300836.SZ,——,——,16.7126,11.7077,——,——,0,——,14.3234,——,——
300837.SZ,——,——,16.9133,13.9362,——,——,0,——,27.8999,——,——
300838.SZ,——,——,21.2804,15.8964,——,——,0,——,17.8338,——,——
300841.SZ,——,——,26.8232,27.5079,——,——,0,——,33.8945,——,——
300842.SZ,——,——,12.7161,9.1095,——,——,0,——,4.5951,——,——
600000.SH,4.9526,1.53,10.6364,——,——,-8.4841,26.5313,0.1982,36.6379,10.15,10.63
600004.SH,34.0744,3.4327,4.8095,4.8962,8.7888,-15.8869,25.8483,0.6665,13.9456,12.55,15.8
600006.SH,17.2003,0.537,6.3731,2.0183,15.9847,-4.3693,44.6999,0.8104,2.8035,4.07,3.98
600007.SH,13.6969,3.6817,12.2011,11.5262,7.3591,-10.5063,23.1996,0.3002,35.1755,13.2,14.54
600008.SH,20.1934,1.2348,4.0143,3.237,10.6781,-7.683,33.5623,0.4801,10.9155,3.02,3.29
600009.SH,23.3677,10.7399,15.7172,17.3753,14.5851,-10.9879,27.8394,1.9479,60.9849,60.81,70.7
600010.SH,23.5285,0.7897,4.1904,3.6512,12.597,-4.3223,36.3023,0.6413,4.43,1.15,1.08
600011.SH,14.0143,0.3963,4.9098,4.6643,7.8952,-9.5951,23.2095,0.2783,4.7744,4.69,4.22
600012.SH,7.7225,2.926,10.4008,9.9768,3.3973,-5.2133,39.9033,0.3381,52.3352,5.11,5.36
600015.SH,4.5449,1.1749,8.1861,——,——,-7.8741,22.2348,0.4785,32.451,6.47,6.56
600016.SH,4.5124,1.377,10.248,——,——,-5.3786,27.8277,0.3503,35.9385,5.71,5.89
600017.SH,12.1931,1.5218,5.4283,5.1789,7.2465,-4.0242,37.1483,0.3699,18.2852,2.47,2.43
600018.SH,11.0981,2.7859,11.0439,8.9391,7.6272,-7.2848,30.0057,0.1861,32.8768,4.48,4.18
600019.SH,7.1559,0.3542,8.2515,5.6724,3.9472,-9.6391,25.6021,0.386,6.3552,4.87,4.87
600020.SH,7.213,1.3409,9.7713,6.4932,7.6844,-4.9049,37.3145,0.7797,25.3155,3.77,3.92
600021.SH,6.5441,0.8139,15.1506,6.3429,7.1943,-0.1383,48.4793,0.3593,18.4233,7.02,7.36
600022.SH,76.8382,0.2002,0.8583,1.9354,7.3364,-5.8026,35.7692,0.6632,1.4907,1.29,1.27
600023.SH,11.692,0.8582,6.0911,5.6446,4.5954,-4,31.4656,0.1572,9.8222,3.39,3.49
600025.SH,7.3729,3.0266,15.3134,8.5023,9.259,-8.1714,28.2509,0.438,49.7464,3.64,3.55
600026.SH,35.9641,2.376,3.409,4.2703,11.5526,13.1781,62.9614,3.3027,9.6656,7.5,8.48
600027.SH,11.4061,0.3315,4.2877,4.1353,6.099,-8.4771,27.1771,0.8784,5.4521,3.45,3.67
600028.SH,11.6139,0.1766,6.276,4.4128,2.7979,-4.9957,33.3021,0.1525,2.3838,4.43,4.46
600029.SH,21.933,0.4181,4.519,3.204,8.0069,-12.7642,25.6966,0.9292,2.3217,5.15,5.4
600030.SH,23.5224,6.6944,7.6028,——,——,-7.94,39.0009,2.0458,39.5789,22.16,23.7
600031.SH,12.1784,1.7235,23.3951,13.8943,8.6129,-12.9755,34.4179,2.2052,17.6246,17.3,19.65
600033.SH,9.5072,2.7026,8.3163,9.2551,4.3931,-4.3463,34.1323,0.2942,50.1457,2.73,2.83
600035.SH,12.1066,2.0417,7.108,6.2261,——,3.6604,54.2154,1.9524,24.3456,3.2,3.27
600036.SH,7.9597,2.7403,15.1917,——,——,-13.7649,22.3325,0.756,43.4176,32.28,35.09
600037.SH,19.9798,4.5242,4.6162,2.8676,3.8869,-8.5256,40.3782,0.9586,22.9414,8.67,8.44
600038.SH,39.4045,1.5566,7.446,2.5152,25.8395,-4.5911,40.3808,1.032,4.4858,41.59,44.21
600039.SH,9.4802,0.2988,9.3722,3.7706,9.525,2.0464,55.4686,1.39,3.7888,3.85,3.81
600048.SH,6.2877,0.7093,17.0291,4.2521,5.6634,-11.7944,31.2463,0.8723,21.3612,14.87,16.24
600050.SH,32.6827,0.5586,3.4375,2.4879,1.7965,-7.5278,35.8446,0.7124,4.5221,5.22,5.22
600051.SH,5.9357,0.4903,12.0305,4.5187,0.5251,6.5946,61.4853,5.2763,8.2984,6.5,8.21
600052.SH,2.9487,9.2339,33.6208,31.1408,1.0697,-11.0629,31.5154,1.0314,341.575,4.15,3.89
600053.SH,20.4577,13.209,19.4411,18.0513,9.7953,-11.4797,40.3946,0.9763,85.381,23.26,26.25
600054.SH,11.9301,3.5562,11.4167,13.8853,5.3559,-2.6199,42.2782,1.1529,42.9079,8.39,8.49
600055.SH,40.8306,6.5556,7.4691,6.2804,28.1291,-11.9088,38.8016,1.7262,19.3744,13.65,14.54
600056.SH,11.8768,0.434,14.1523,7.3562,8.5875,-4.656,44.0851,2.4974,6.0026,15.04,14.33
600057.SH,8.8705,0.0354,7.7706,4.3497,7.192,-0.5272,50.6417,0.7691,0.6734,5.11,5.73
600058.SH,-26.7055,0.1169,-4.0304,0.7417,17.1764,-5.7858,38.6172,0.3425,-0.189,6.86,6.44
600059.SH,33.089,3.4417,4.2368,4.5368,14.4159,-6.5096,30.2716,0.6464,14.0246,7.27,7.85
600060.SH,43.001,0.4018,2.2062,1.9924,12.5906,-14.9296,34.4672,1.5201,1.4465,9.38,11.05
600061.SH,17.1879,4.896,7.7724,2.7827,24.7308,-9.4276,39.7333,0.6661,44.4721,12.25,11.94
600062.SH,12.2602,1.372,12.1269,11.1429,6.8245,-7.9614,26.8696,0.7627,13.5595,12.67,12.78
600063.SH,25.9516,1.1939,5.7227,4.7434,9.95,-7.2879,46.9987,1.5519,5.4789,3.71,3.36
600064.SH,6.4992,5.1461,13.7592,6.9917,4.2676,-6.878,33.2011,0.9118,90.0702,8.24,8.88
600066.SH,11.559,0.8447,13.8461,8.4085,9.8776,-13.8792,27.1112,0.8593,7.6837,13.69,13.04
600067.SH,7.5764,0.6297,9.0327,5.6709,8.5394,-6.3035,38.5516,0.3796,14.1189,3.61,3.4
600068.SH,5.9595,0.2845,9.6485,4.4445,6.6696,-1.2197,50.2033,1.0758,7.7527,6.98,6.53
600070.SH,11.8028,1.6346,15.2473,13.417,6.9612,-12.792,38.8395,2.7319,19.4773,9.41,9.14
600071.SH,-86.757,3.458,-5.9542,-2.8186,48.9928,-8.8491,34.4978,1.0017,-5.9755,8.61,8.66
600072.SH,64.3242,2.6836,3.1838,2.3619,41.0464,-10.7327,31.7938,1.4402,4.3023,11.27,11.03
600073.SH,22.6527,0.3357,8.5086,5.432,7.4326,3.7167,56.8472,3.5813,2.9743,9.28,8.47
600075.SH,20.0923,1.0217,4.9284,4.8152,12.3089,-6.2986,42.2755,0.8168,6.6081,4.93,4.52
600076.SH,8.7001,2.0172,11.0105,8.244,8.2032,-4.2834,41.2506,1.5033,23.6323,3.83,3.63
600077.SH,22.1912,0.8937,3.6892,1.702,4.7318,-3.0055,43.8693,0.5045,10.8297,2.8,3.07
600078.SH,61.1515,0.9842,3.0172,4.0619,9.1718,-1.699,50.3666,6.2832,4.427,5.3,4.72
600079.SH,-8.0124,0.8544,-22.2677,-1.5959,8.8035,-5.0424,40.8449,1.2744,-6.3682,13.6,20.7
600081.SH,29.149,0.5148,8.1854,5.0724,6.415,-9.6445,40.7047,1.5315,5.2146,10.49,10.1
